identifier,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13
unidentified02721,Wien,Verona,,,,,,,,,,,
unidentified02722,,,,,,,,,,,,,
unidentified02723,Auerbach,Arolsen,Berlin,Weimar,,,,,,,,,
unidentified02724,Berlin,,,,,,,,,,,,
unidentified02725,Münster,,,,,,,,,,,,
unidentified02726,Berlin,,,,,,,,,,,,
unidentified02727,Heidelberg,Darmstadt,,,,,,,,,,,
unidentified02728,Leipzig,Stettin,,,,,,,,,,,
unidentified02729,Forst,,,,,,,,,,,,
unidentified02730,Marburg,,,,,,,,,,,,
unidentified02731,Wien,,,,,,,,,,,,
unidentified02732,Wien,Ulm,,,,,,,,,,,
unidentified02733,Teplitz,Wien,Ulm,,,,,,,,,,
unidentified02734,Rom,Petersburg,Konstantinopel,Warschau,Paris,Berlin,Riga,,,,,,
unidentified02735,,,,,,,,,,,,,
unidentified02736,Augsburg,,,,,,,,,,,,
unidentified02737,Berlin,,,,,,,,,,,,
unidentified02738,Halle,,,,,,,,,,,,
unidentified02739,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02740,Dresden,Berlin,,,,,,,,,,,
unidentified02741,Ofen,,,,,,,,,,,,
unidentified02742,Weimar,,,,,,,,,,,,
unidentified02743,,,,,,,,,,,,,
unidentified02744,,,,,,,,,,,,,
unidentified02745,,,,,,,,,,,,,
unidentified02746,Mannheim,,,,,,,,,,,,
unidentified02747,Leipzig,,,,,,,,,,,,
unidentified02748,Berlin,,,,,,,,,,,,
unidentified02749,,,,,,,,,,,,,
unidentified02750,,,,,,,,,,,,,
unidentified02751,Potsdam,,,,,,,,,,,,
unidentified02752,Wien,,,,,,,,,,,,
unidentified02753,Wiesbaden,,,,,,,,,,,,
unidentified02754,,,,,,,,,,,,,
unidentified02755,Ludwigsburg,,,,,,,,,,,,
unidentified02756,Glarus,,,,,,,,,,,,
unidentified02757,Glarus,,,,,,,,,,,,
unidentified02758,Glarus,,,,,,,,,,,,
unidentified02759,Glarus,,,,,,,,,,,,
unidentified02760,Leipzig,,,,,,,,,,,,
unidentified02761,,,,,,,,,,,,,
unidentified02762,,,,,,,,,,,,,
unidentified02763,,,,,,,,,,,,,
unidentified02764,Rom,Mannheim,,,,,,,,,,,
unidentified02765,Schwiebus,,,,,,,,,,,,
unidentified02766,Dresden,,,,,,,,,,,,
unidentified02767,Dresden,Stein,Duisburg,Stuttgart,,,,,,,,,
unidentified02768,Dresden,Stein,Duisburg,,,,,,,,,,
unidentified02769,Lengwethen,Lasdehnen,,,,,,,,,,,
unidentified02770,,,,,,,,,,,,,
unidentified02771,Leipzig,,,,,,,,,,,,
unidentified02772,Nürnberg,,,,,,,,,,,,
unidentified02773,München,Insterburg,Glückstadt,Leipzig,Nürnberg,,,,,,,,
unidentified02774,,,,,,,,,,,,,
unidentified02775,Rom,Hombressen,Hofgeismar,,,,,,,,,,
unidentified02776,Rom,Dierhagen,Ribnitz,,,,,,,,,,
unidentified02777,Flensburg,,,,,,,,,,,,
unidentified02778,,,,,,,,,,,,,
unidentified02779,Flensburg,,,,,,,,,,,,
unidentified02780,,,,,,,,,,,,,
unidentified02781,Berlin,,,,,,,,,,,,
unidentified02782,Dresden,Breslau,,,,,,,,,,,
unidentified02783,Wien,,,,,,,,,,,,
unidentified02784,Berlin,,,,,,,,,,,,
unidentified02785,,,,,,,,,,,,,
unidentified02786,Insterburg,,,,,,,,,,,,
unidentified02787,Trier,,,,,,,,,,,,
unidentified02788,,,,,,,,,,,,,
unidentified02789,,,,,,,,,,,,,
unidentified02790,,,,,,,,,,,,,
unidentified02791,Rom,Forst,Berlin,,,,,,,,,,
unidentified02792,Nürnberg,,,,,,,,,,,,
unidentified02793,Regensburg,,,,,,,,,,,,
unidentified02794,Haide,Leipzig,,,,,,,,,,,
unidentified02795,,,,,,,,,,,,,
unidentified02796,,,,,,,,,,,,,
unidentified02797,Berlin,,,,,,,,,,,,
unidentified02798,,,,,,,,,,,,,
unidentified02799,,,,,,,,,,,,,
unidentified02800,,,,,,,,,,,,,
unidentified02801,Walheim,Darmstadt,,,,,,,,,,,
unidentified02802,,,,,,,,,,,,,
unidentified02803,Berlin,,,,,,,,,,,,
unidentified02804,Bern,Lampersdorf,,,,,,,,,,,
unidentified02805,Nordhausen,,,,,,,,,,,,
unidentified02806,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02807,,,,,,,,,,,,,
unidentified02808,Quedlinburg,,,,,,,,,,,,
unidentified02809,Frankfurt a. M.,Frankfurt a. M.,Fulda,Hannover,,,,,,,,,
unidentified02810,,,,,,,,,,,,,
unidentified02811,Stein,Charlottenburg,,,,,,,,,,,
unidentified02812,Barmen,,,,,,,,,,,,
unidentified02813,Drossen,,,,,,,,,,,,
unidentified02814,Hamburg,,,,,,,,,,,,
unidentified02815,,,,,,,,,,,,,
unidentified02816,Stein,Berlin,,,,,,,,,,,
unidentified02817,Wiesbaden,Hannover,,,,,,,,,,,
unidentified02818,Halensee,Berlin,,,,,,,,,,,
unidentified02819,Stein,Berlin,,,,,,,,,,,
unidentified02820,Wien,Wasserburg,,,,,,,,,,,
unidentified02821,München,,,,,,,,,,,,
unidentified02822,Rom,,,,,,,,,,,,
unidentified02823,Berlin,,,,,,,,,,,,
unidentified02824,,,,,,,,,,,,,
unidentified02825,,,,,,,,,,,,,
unidentified02826,Königsberg,Marienwerder,Halensee,Haide,Berlin,,,,,,,,
unidentified02827,Russheim,Karlsruhe,,,,,,,,,,,
unidentified02828,Tübingen,Stuttgart,Villa Weber,,,,,,,,,,
unidentified02829,,,,,,,,,,,,,
unidentified02830,Leipzig,,,,,,,,,,,,
unidentified02831,Hamburg,,,,,,,,,,,,
unidentified02832,Leipzig,,,,,,,,,,,,
unidentified02833,Meckl.,Doberan,Hamburg,Schleswig,,,,,,,,,
unidentified02834,,,,,,,,,,,,,
unidentified02835,,,,,,,,,,,,,
unidentified02836,,,,,,,,,,,,,
unidentified02837,New-Haven,Freiburg,Frankenthal,,,,,,,,,,
unidentified02838,Mannheim,,,,,,,,,,,,
unidentified02839,,,,,,,,,,,,,
unidentified02840,Berlin,,,,,,,,,,,,
unidentified02841,,,,,,,,,,,,,
unidentified02842,,,,,,,,,,,,,
unidentified02843,Oppeln,,,,,,,,,,,,
unidentified02844,,,,,,,,,,,,,
unidentified02845,Paris,Graz,,,,,,,,,,,
unidentified02846,,,,,,,,,,,,,
unidentified02847,Graz,,,,,,,,,,,,
unidentified02848,Glogau,,,,,,,,,,,,
unidentified02849,Rom,Hamburg,Berlin,,,,,,,,,,
unidentified02850,Chemnitz,,,,,,,,,,,,
unidentified02851,Stuttgart,,,,,,,,,,,,
unidentified02852,New-York,Staten,Stettin,,,,,,,,,,
unidentified02853,Bremgarten,,,,,,,,,,,,
unidentified02854,Frankfurt a. M.,Hanau,Frankfurt a. M.,Altenburg,Kassel,,,,,,,,
unidentified02855,Triest,,,,,,,,,,,,
unidentified02856,Wien,Grünberg,Hietzing,Koblenz,,,,,,,,,
unidentified02857,Dresden,Magdeburg,Neuhaldensleben,Deuben,Braunschweig,,,,,,,,
unidentified02858,Leipzig,,,,,,,,,,,,
unidentified02859,,,,,,,,,,,,,
unidentified02860,Augsburg,,,,,,,,,,,,
unidentified02861,Hamburg,,,,,,,,,,,,
unidentified02862,Grossenhain,,,,,,,,,,,,
unidentified02863,,,,,,,,,,,,,
unidentified02864,Stuttgart,,,,,,,,,,,,
unidentified02865,Werne,,,,,,,,,,,,
unidentified02866,Werne,,,,,,,,,,,,
unidentified02867,Werne,Darmstadt,,,,,,,,,,,
unidentified02868,,,,,,,,,,,,,
unidentified02869,,,,,,,,,,,,,
unidentified02870,Rom,Dresden,Berlin,,,,,,,,,,
unidentified02871,Werne,Wien,,,,,,,,,,,
unidentified02872,Hamburg,,,,,,,,,,,,
unidentified02873,,,,,,,,,,,,,
unidentified02874,München,Rom,,,,,,,,,,,
unidentified02875,Bern,,,,,,,,,,,,
unidentified02876,Berlin,,,,,,,,,,,,
unidentified02877,Hamburg,,,,,,,,,,,,
unidentified02878,,,,,,,,,,,,,
unidentified02879,Stuttgart,Philadelphia,,,,,,,,,,,
unidentified02880,Olmütz,,,,,,,,,,,,
unidentified02881,Neuwied,,,,,,,,,,,,
unidentified02882,,,,,,,,,,,,,
unidentified02883,Wien,Berlin,,,,,,,,,,,
unidentified02884,Leipzig,Braunschweig,,,,,,,,,,,
unidentified02885,München,,,,,,,,,,,,
unidentified02886,Leipzig,,,,,,,,,,,,
unidentified02887,Kolberg,,,,,,,,,,,,
unidentified02888,Hameln,,,,,,,,,,,,
unidentified02889,Wien,Leipzig,,,,,,,,,,,
unidentified02890,,,,,,,,,,,,,
unidentified02891,,,,,,,,,,,,,
unidentified02892,Strassburg,,,,,,,,,,,,
unidentified02893,,,,,,,,,,,,,
unidentified02894,,,,,,,,,,,,,
unidentified02895,,,,,,,,,,,,,
unidentified02896,Stuttgart,,,,,,,,,,,,
unidentified02897,,,,,,,,,,,,,
unidentified02898,Wien,,,,,,,,,,,,
unidentified02899,Dresden,,,,,,,,,,,,
unidentified02900,,,,,,,,,,,,,
unidentified02901,Potsdam,,,,,,,,,,,,
unidentified02902,,,,,,,,,,,,,
unidentified02903,,,,,,,,,,,,,
unidentified02904,Weimar,,,,,,,,,,,,
unidentified02905,,,,,,,,,,,,,
unidentified02906,,,,,,,,,,,,,
unidentified02907,Leipzig,,,,,,,,,,,,
unidentified02908,,,,,,,,,,,,,
unidentified02909,Leipzig,,,,,,,,,,,,
unidentified02910,Leipzig,,,,,,,,,,,,
unidentified02911,Wien,,,,,,,,,,,,
unidentified02912,Bern,Chemnitz,,,,,,,,,,,
unidentified02913,Bern,Stein,Schaffhausen,Stein am Rhein,,,,,,,,,
unidentified02914,Berlin,,,,,,,,,,,,
unidentified02915,Basel,Zürich,,,,,,,,,,,
unidentified02916,Berlin,,,,,,,,,,,,
unidentified02917,Dresden,,,,,,,,,,,,
unidentified02918,Leipzig,,,,,,,,,,,,
unidentified02919,Konstantinopel,,,,,,,,,,,,
unidentified02920,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02921,St. Louis,Aschaffenburg,Montmirail,,,,,,,,,,
unidentified02922,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02923,,,,,,,,,,,,,
unidentified02924,Wiesbaden,Saarbrücken,,,,,,,,,,,
unidentified02925,Hamburg,,,,,,,,,,,,
unidentified02926,Rosenheim,Berlin,,,,,,,,,,,
unidentified02927,Wien,Leipzig,,,,,,,,,,,
unidentified02928,,,,,,,,,,,,,
unidentified02929,Berlin,,,,,,,,,,,,
unidentified02930,,,,,,,,,,,,,
unidentified02931,Nürnberg,,,,,,,,,,,,
unidentified02932,Stein,Stuttgart,,,,,,,,,,,
unidentified02933,Bern,,,,,,,,,,,,
unidentified02934,Berlin,,,,,,,,,,,,
unidentified02935,,,,,,,,,,,,,
unidentified02936,,,,,,,,,,,,,
unidentified02937,Hannover,,,,,,,,,,,,
unidentified02938,Hamburg,,,,,,,,,,,,
unidentified02939,Luschwitz,Leipzig,Berlin,,,,,,,,,,
unidentified02940,München,,,,,,,,,,,,
unidentified02941,Hamburg,,,,,,,,,,,,
unidentified02942,,,,,,,,,,,,,
unidentified02943,,,,,,,,,,,,,
unidentified02944,Erfurt,,,,,,,,,,,,
unidentified02945,Wien,,,,,,,,,,,,
unidentified02946,Halle,,,,,,,,,,,,
unidentified02947,Düsseldorf,Darmstadt,Bergisch-Gladbach,,,,,,,,,,
unidentified02948,Prag,Troppau,,,,,,,,,,,
unidentified02949,Weimar,,,,,,,,,,,,
unidentified02950,Altenburg,Liegnitz,,,,,,,,,,,
unidentified02951,,,,,,,,,,,,,
unidentified02952,Prag,,,,,,,,,,,,
unidentified02953,,,,,,,,,,,,,
unidentified02954,Stuttgart,,,,,,,,,,,,
unidentified02955,Pest,Gotha,,,,,,,,,,,
unidentified02956,,,,,,,,,,,,,
unidentified02957,Barmen,,,,,,,,,,,,
unidentified02958,Wangen,Stuttgart,,,,,,,,,,,
unidentified02959,Basel,,,,,,,,,,,,
unidentified02960,Basel,,,,,,,,,,,,
unidentified02961,Wien,,,,,,,,,,,,
unidentified02962,,,,,,,,,,,,,
unidentified02963,München,Bamberg,,,,,,,,,,,
unidentified02964,Frankfurt a. M.,Frankfurt a. M.,,,,,,,,,,,
unidentified02965,Köln,,,,,,,,,,,,
unidentified02966,Wien,Castell,,,,,,,,,,,
unidentified02967,,,,,,,,,,,,,
unidentified02968,Berlin,,,,,,,,,,,,
unidentified02969,Dresden,,,,,,,,,,,,
unidentified02970,Salzburg,,,,,,,,,,,,
unidentified02971,St. Gallen,,,,,,,,,,,,
unidentified02972,St. Gallen,,,,,,,,,,,,
unidentified02973,Leipzig,,,,,,,,,,,,
unidentified02974,Pest,,,,,,,,,,,,
unidentified02975,Prag,,,,,,,,,,,,
unidentified02976,Berlin,,,,,,,,,,,,
