,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
8660,"Rosenbaum, Lola",Rosenbaum Lola,Rosenbaum,Lola,.
8661,"Rosenberg, Gustav",Rosenberg Gustav,Rosenberg,Gustav,28.Nov. 1872
8662,"Rosenberg, Wilhelm Ludwig",Rosenberg Wilhelm Ludwig,Rosenberg,Wilhelm Ludwig,10. Jan. 1850
8663,"Rosenberg, Maximilian von",Rosenberg Maximilian,Rosenberg,Maximilian,16. Septbr. 1849
8664,"Rosenfeld, Max",Rosenfeld Max,Rosenfeld,Max,5. April 1874
8665,"Rosenfeld, Oskar",Rosenfeld Oskar,Rosenfeld,Oskar,13. Mai 1884
8666,"Rosenfeld, S",Rosenfeld S,Rosenfeld,S,13. Septbr. 1883
8667,"Rosenhain, Sigismund E",Rosenhain Sigismund E,Rosenhain,Sigismund E,17. Febr. 1832
8668,"Rosenhain, K. E",Rosenhain K. E,Rosenhain,K. E,12.Juni 1843
8669,"Rosenhauer, Heinrich Moritz",Rosenhauer Heinrich Moritz,Rosenhauer,Heinrich Moritz,28. Dezbr. 1888
8670,"Rosenkranz, Johann Karl Friedrich",Rosenkranz Johann Karl Friedrich,Rosenkranz,Johann Karl Friedrich,23. April 1805
8671,"Rosenow, Emil",Rosenow Emil,Rosenow,Emil,9.März 1871
8672,"Rosenthal, Hermann",Rosenthal Hermann,Rosenthal,Hermann,18. Januar 1837
8673,"Rosenthal, Hermann",Rosenthal Hermann,Rosenthal,Hermann,6. Oktober 1843
8674,"Rosenthal-Bonin, Hugo",Rosenthal-Bonin Hugo,Rosenthal-Bonin,Hugo,14. Oktbr. 1840
8675,"Rosenzweig, Leon",Rosenzweig Leon,Rosenzweig,Leon,29.Juli 1840
8676,"Roskowska, Marie von",Roskowska Marie,Roskowska,Marie,12. Oktober 1828
8677,"Rösler, Paula",Rösler Paula,Rösler,Paula,27.August 1875
8678,"Rösler, Robert",Rösler Robert,Rösler,Robert, Januar 1872
8679,"Rosmer, Ernst",Rosmer Ernst,Rosmer,Ernst,.
8680,"Rosner, Karl",Rosner Karl,Rosner,Karl,5. Februar 1873
8681,"Rosner, Leopold",Rosner Leopold,Rosner,Leopold,23.Juli 1903
8682,"Röspe, Kasimir",Röspe Kasimir,Röspe,Kasimir,.
8683,"Rossi, Emmy",Rossi Emmy,Rossi,Emmy,30. Septbr.1852
8684,"Roß, Albert",Roß Albert,Roß,Albert,26. Dezbr.1833
8685,"Roß, Heinrich Wilhelm",Roß Heinrich Wilhelm,Roß,Heinrich Wilhelm,20. Juli 1806
8686,"Roeß, Georg Richard",Roeß Georg Richard,Roeß,Georg Richard,19.Oktbr. 1872
8687,"Rössing, Wilhelm",Rössing Wilhelm,Rössing,Wilhelm,.
8688,"Roeßler, Arthur",Roeßler Arthur,Roeßler,Arthur,20.Februar 1877
8689,"Rößler, Josef",Rößler Josef,Rößler,Josef,.
8690,"Rößler, Karl",Rößler Karl,Rößler,Karl,25. Mai1864
8691,"Rößler, Karl Hugo",Rößler Karl Hugo,Rößler,Karl Hugo,1. Juni 1801
8692,"Rößler, Robert",Rößler Robert,Rößler,Robert,1. März1838
8693,"Roßmann, Wilhelm",Roßmann Wilhelm,Roßmann,Wilhelm,29. Mai1832
8694,"Roßneck, Friedrich",Roßneck Friedrich,Roßneck,Friedrich,.
8695,"Rost, Alexander",Rost Alexander,Rost,Alexander,22.März 1816
8696,"Rost, Konrad Ernst Bernhard",Rost Konrad Ernst Bernhard,Rost,Konrad Ernst Bernhard,1. Oktbr. 1871
8697,"Rostoski, Otto",Rostoski Otto,Rostoski,Otto,11.Septbr. 1805
8698,"Rostowski, K",Rostowski K,Rostowski,K,.
8699,"Roten, Leo Lucian",Roten Leo Lucian,Roten,Leo Lucian,7.Jan. 1824
8700,"Rotenkirchen, Bodo",Rotenkirchen Bodo,Rotenkirchen,Bodo,.
8701,"Rotermund, Kurt",Rotermund Kurt,Rotermund,Kurt,.
8702,"Roth, Alfred",Roth Alfred,Roth,Alfred,24. Oktbr.1882
8703,"Roth, Daniel",Roth Daniel,Roth,Daniel,Septbr. 1821
8704,"Roth, Georg Barthel",Roth Georg Barthel,Roth,Georg Barthel,30.Mai 1871
8705,"Roth, Johann",Roth Johann,Roth,Johann,10. März1840
8706,"Roth, Joseph",Roth Joseph,Roth,Joseph,20. Jan.1807
8707,"Roth, Karl",Roth Karl,Roth,Karl,4. Novbr. 1802
8708,"Roth, Karl",Roth Karl,Roth,Karl,25. März1866
8709,"Roth, Laurenz Max",Roth Laurenz Max,Roth,Laurenz Max,17.Febr. 1814
8710,"Roth, Luise",Roth Luise,Roth,Luise,11. Mai 1857
8711,"Rothacker, Wilhelm",Rothacker Wilhelm,Rothacker,Wilhelm,25. Novbr. 1859
8712,"Rothbarth, Walter Erwin Adolf",Rothbarth Walter Erwin Adolf,Rothbarth,Walter Erwin Adolf,16. Septbr. 1883
8713,"Rothe, Georg",Rothe Georg,Rothe,Georg,5. Jan.1882
8714,"Rothenbach, J. Emil",Rothenbach J. Emil,Rothenbach,J. Emil,1. Juli 1833
8715,"Rothenburg, Adelheid Katharina Mathilde von",Rothenburg Adelheid Katharina Mathilde,Rothenburg,Adelheid Katharina Mathilde,4. April 1837
8716,Rothenburger Einsiedler,Rothenburger Einsiedler ,Rothenburger Einsiedler,,.
8717,"Rothenfels, Emmy von",Rothenfels Emmy,Rothenfels,Emmy,.
8718,"Rothenflue, Franz Alois Anton",Rothenflue Franz Alois Anton,Rothenflue,Franz Alois Anton,20. Septbr. 1835
8719,"Rothensteiner, Johannes Ernst",Rothensteiner Johannes Ernst,Rothensteiner,Johannes Ernst,7. Januar 1860
8720,"Rothenthal, Melanie Baronin",Rothenthal Melanie,Rothenthal,Melanie,24. August 1863
8721,"Rothhardt, Hans",Rothhardt Hans,Rothhardt,Hans,29. Oktober 1876
8722,"Rothkirch und Panthen, Kurt von",Rothkirch und Panthen Kurt,Rothkirch und Panthen,Kurt,3. März 1865
8723,"Rothschild, Ferdinand Baron von",Rothschild Ferdinand,Rothschild,Ferdinand, Dezbr. 1866
8724,"Rothwell, Bertha von",Rothwell Bertha,Rothwell,Bertha,.
8725,"Rottau, O. S. von",Rottau O. S.,Rottau,O. S.,.
8726,"Rotter, Friedrich",Rotter Friedrich,Rotter,Friedrich,.
8727,"Rotter, Karl",Rotter Karl,Rotter,Karl,22. Januar1895
8728,"Röttger, Karl",Röttger Karl,Röttger,Karl,.
8729,"Röttger, Rudolf",Röttger Rudolf,Röttger,Rudolf,21.Juli 1833
8730,"Roûland, August Ernst",Roûland August Ernst,Roûland,August Ernst, Juli 1872
8731,"Rousseau, Johann Baptist",Rousseau Johann Baptist,Rousseau,Johann Baptist,31. Dezbr. 1802
8732,"Rovenhagen, Ludwig",Rovenhagen Ludwig,Rovenhagen,Ludwig,17. Januar 1830
8733,"Röwen, Julius",Röwen Julius,Röwen,Julius,.
8734,"R-T, G. v",R-T G.,R-T,G.,.
8735,"Rüben, Ludwig",Rüben Ludwig,Rüben,Ludwig,.
8736,"Rübezahl, Kuno",Rübezahl Kuno,Rübezahl,Kuno,.
8737,"Rübsamen, Rosa",Rübsamen Rosa,Rübsamen,Rosa,24.April 1853
8738,"Rück, Andreas",Rück Andreas,Rück,Andreas,26. März1830
8739,"Ruckert, Alois Joseph",Ruckert Alois Joseph,Ruckert,Alois Joseph,13. Februar 1846
8740,"Rückner, Hermann",Rückner Hermann,Rückner,Hermann,9.Oktbr. 1868
8741,"Ruederer, Josef",Ruederer Josef,Ruederer,Josef,15. Oktbr. 1861
8742,"Rudelli, W",Rudelli W,Rudelli,W,.
8743,"Rudelsberger, Hans",Rudelsberger Hans,Rudelsberger,Hans,.
8744,"Rüdesheim, Lothar",Rüdesheim Lothar,Rüdesheim,Lothar,.
8745,"Rudhey, Gert",Rudhey Gert,Rudhey,Gert,.
8746,"Rüdiger, Alois",Rüdiger Alois,Rüdiger,Alois,.
8747,"Rüdiger, Christian Konrad",Rüdiger Christian Konrad,Rüdiger,Christian Konrad,29.März 1895
8748,"Rüdiger, Minna",Rüdiger Minna,Rüdiger,Minna,5. April 1841
8749,"Rüdiger, Otto",Rüdiger Otto,Rüdiger,Otto,22.April 1845
8750,"Rudl, Otto",Rudl Otto,Rudl,Otto,.
8751,"Rudloff, Erich",Rudloff Erich,Rudloff,Erich,.
8752,"Rudnick, Ludwig Julius Ernst",Rudnick Ludwig Julius Ernst,Rudnick,Ludwig Julius Ernst,.
8753,"Rudolf, B",Rudolf B,Rudolf,B,.
8754,"Rudolph, Johannes F. S",Rudolph Johannes F. S,Rudolph,Johannes F. S,5. Oktbr. 1853
8755,"Rudolph, Maximilian",Rudolph Maximilian,Rudolph,Maximilian,.
8756,"Rudorff, E",Rudorff E,Rudorff,E,.
8757,"Rudorff, Otto",Rudorff Otto,Rudorff,Otto,25. April 1871
8758,"Rudow, Wilhelm",Rudow Wilhelm,Rudow,Wilhelm,17.Mai 1858
8759,"Rüegg, Heinrich",Rüegg Heinrich,Rüegg,Heinrich,1. Febr.1825
8760,"Rüegg, Reinhold",Rüegg Reinhold,Rüegg,Reinhold,12. August 1842
8761,"Rüetschi, Marie Henriette",Rüetschi Marie Henriette,Rüetschi,Marie Henriette,10. Novbr. 1834
8762,"Ruef, Joseph",Ruef Joseph,Ruef,Joseph,28. Juli1828
8763,"Rüffer, Eduard",Rüffer Eduard,Rüffer,Eduard,28.Dezember 1835
8764,"Rueffer, Friedrich",Rueffer Friedrich,Rueffer,Friedrich,24. Januar 1851
8765,"Ruge, Arnold",Ruge Arnold,Ruge,Arnold, Oktober 1848
8766,"Ruge, Thies",Ruge Thies,Ruge,Thies,.
8767,"Rügen, Ernst",Rügen Ernst,Rügen,Ernst,.
8768,"Rühl, Karl Heinrich Gustav",Rühl Karl Heinrich Gustav,Rühl,Karl Heinrich Gustav,7. Juli 1822
8769,"Rühl, Joseph",Rühl Joseph,Rühl,Joseph,26. Mai1810
8770,"Ruhland, Christine",Ruhland Christine,Ruhland,Christine,.
8771,"Ruhland, H",Ruhland H,Ruhland,H,.
8772,"Ruhland, M",Ruhland M,Ruhland,M,.
8773,"Rühle, Karl",Rühle Karl,Rühle,Karl,21. August1848
8774,"Rühle, Karl Heinrich Otto",Rühle Karl Heinrich Otto,Rühle,Karl Heinrich Otto,23. Oktbr. 1874
8775,"Ruland, Wilhelm",Ruland Wilhelm,Ruland,Wilhelm,15. Oktbr. 1869
8776,"Rullmann, Wilhelm",Rullmann Wilhelm,Rullmann,Wilhelm,.
8777,"Rumbauer, Martha",Rumbauer Martha,Rumbauer,Martha,.
8778,"Rümly, Peter",Rümly Peter,Rümly,Peter,.
8779,"Rummel, Walther Freiherr von",Rummel Walter,Rummel,Walter,15. April 1873
8780,"Rumohr, Adeline von",Rumohr Adeline,Rumohr,Adeline,18. Oktober 1876
8781,"Rump, Johannes",Rump Johannes,Rump,Johannes,Oktbr. 1871
8782,"Rumpelt, August Alexander",Rumpelt August Alexander,Rumpelt,August Alexander,26. Mai 1864
8783,"Rumpelt, Anselm",Rumpelt Anselm,Rumpelt,Anselm,1. März 1906
8784,"Rumpelt, Emil Adolf Ferdinand",Rumpelt Emil Adolf Ferdinand,Rumpelt,Emil Adolf Ferdinand,6. Febr. 1820
8785,"Rumpff-Burmeister, Anna",Rumpff-Burmeister Anna,Rumpff-Burmeister,Anna,25. Jan. 1852
8786,"Ruempler, Karl Heinrich Friedrich Wilhelm Alexander",Ruempler Karl Heinrich Friedrich Wilhelm Alexander,Ruempler,Karl Heinrich Friedrich Wilhelm Alexander,20. Jan. 1850
8787,"Runge, Hermann",Runge Hermann,Runge,Hermann,11.Januar 1876
8788,"Runge, Karsten",Runge Karsten,Runge,Karsten,29.März 1830
8789,"Runge, Willi",Runge Willi,Runge,Willi,8. Juli1882
8790,"Runkel, Ferdinand",Runkel Ferdinand,Runkel,Ferdinand,23. Dezbr. 1864
8791,"Runtemund, Andreas August",Runtemund Andreas August,Runtemund,Andreas August,18. Novbr. 1877
8792,"Runze, Max Paul Wilhelm",Runze Max Paul Wilhelm,Runze,Max Paul Wilhelm,8. August 1849
8793,"Ruperti, Friedrich",Ruperti Friedrich,Ruperti,Friedrich,23.Febr. 1805
8794,Rupertus,Rupertus ,Rupertus,,.
8795,"Rupp, Marie",Rupp Marie,Rupp,Marie,22. Aug.1844
8796,"Ruppius, Otto",Ruppius Otto,Ruppius,Otto,1. Febr.1819
8797,"Ruschka, Adalbert",Ruschka Adalbert,Ruschka,Adalbert,18.April 1838
8798,"Ruseler, Georg",Ruseler Georg,Ruseler,Georg,11.Januar 1866
8799,"Russa, David",Russa David,Russa,David,.
8800,"Rueß, Wilhelm",Rueß Wilhelm,Rueß,Wilhelm,2. April 1879
8801,"Rußwurm, Heinrich",Rußwurm Heinrich,Rußwurm,Heinrich,5.Septbr. 1802
8802,"Rust, Friedrich",Rust Friedrich,Rust,Friedrich,14. Juli1846
8803,"Rüst, Edela",Rüst Edela,Rüst,Edela,.
8804,Rusticus,Rusticus ,Rusticus,,.
8805,"Rustige, Heinrich Franz Gaudens von",Rustige Heinrich Franz Gaudens,Rustige,Heinrich Franz Gaudens,April 1810
8806,"Rustige, Karl",Rustige Karl,Rustige,Karl,3. Novbr. 1844
8807,"Ruete, Edmund",Ruete Edmund,Ruete,Edmund,1. März 1883
8808,"Rutenberg, Agathe",Rutenberg Agathe,Rutenberg,Agathe,.
8809,"Rutenberg, E",Rutenberg E,Rutenberg,E,.
8810,"Ruth, Alca",Ruth Alca,Ruth,Alca,.
8811,"Ruth, M. von",Ruth M.,Ruth,M.,.
8812,"Rüthning, Paul",Rüthning Paul,Rüthning,Paul,12. Oktbr. 1876
8813,"Rütjes, Heinrich Gisbert",Rütjes Heinrich Gisbert,Rütjes,Heinrich Gisbert,4. Novbr. 1811
8814,"Rüts, Helene von",Rüts Helene,Rüts,Helene,.
8815,"Rüttenauer, Benno",Rüttenauer Benno,Rüttenauer,Benno,2. Februar 1855
8816,"Rüxleben, Vally Baronin von",Rüxleben Vally,Rüxleben,Vally,.
8817,"Rydenius, Alexander",Rydenius Alexander,Rydenius,Alexander,26. Novbr. 1800
8818,"Rzehák, Franz",Rzehák Franz,Rzehák,Franz,.
8819,"Rzesacz, Ernst",Rzesacz Ernst,Rzesacz,Ernst, November 1889
8820,"Rzeznik, Pawell",Rzeznik Pawell,Rzeznik,Pawell,.
8821,"S., A. von",S. A.,S.,A.,.
8822,"S. S., V. von",S. S. V.,S. S.,V.,.
8823,"Saacke, Hedwig von",Saacke Hedwig,Saacke,Hedwig,Dezbr. 1897
8824,"Saar, Ferdinand von",Saar Ferdinand,Saar,Ferdinand,30. Septbr. 1833
8825,"Saar, Karl",Saar Karl,Saar,Karl,.
8826,"Sabarth, Viktor",Sabarth Viktor,Sabarth,Viktor,.
8827,"Sabathil, Rudolf",Sabathil Rudolf,Sabathil,Rudolf,2. Januar 1875
8828,"Sabel, Robert",Sabel Robert,Sabel,Robert,4. Mai1860
8829,Sabinus,Sabinus ,Sabinus,,.
8830,"Sacher, Karl",Sacher Karl,Sacher,Karl,19. August1866
8831,"Sacher-Masoch, Leopold Ritter v",Sacher-Masoch Leopold ,Sacher-Masoch,Leopold ,27. Jan. 1836
8832,"Sacher-Masoch, Angelika Aurora",Sacher-Masoch Angelika Aurora,Sacher-Masoch,Angelika Aurora,12. Oktbr.1873
8833,"Sachers, Joseph",Sachers Joseph,Sachers,Joseph,27. Aug.1803
8834,"Sachs, Erich",Sachs Erich,Sachs,Erich,16. April1882
8835,"Sachs, Fritz",Sachs Fritz,Sachs,Fritz,18. Novbr.1876
8836,"Sachs, Hans, der jüngere",Sachs Hans,Sachs,Hans,.
8837,"Sachs, der Spandauer Hans",Sachs der Spandauer Hans,Sachs,der Spandauer Hans,.
8838,"Sachs, Otto",Sachs Otto,Sachs,Otto,26. Juni1869
8839,"Sachs, Sophie",Sachs Sophie,Sachs,Sophie,.
8840,"Sachse, Alfred Erwin",Sachse Alfred Erwin,Sachse,Alfred Erwin,6. Februar 1875
8841,"Sachse, Leo",Sachse Leo,Sachse,Leo,Oktober1876
8842,"Sacken, Edmund, Freiherr von",Sacken Edmund,Sacken,Edmund,20. September 1861
8843,"Sadil, Meinrad",Sadil Meinrad,Sadil,Meinrad,30. Juli1864
8844,"Saffenreuter, Georg Joseph",Saffenreuter Georg Joseph,Saffenreuter,Georg Joseph,8. Juli 1808
8845,"Saget, Peter",Saget Peter,Saget,Peter, September 1893
8846,"Saggau, Johann Christian",Saggau Johann Christian,Saggau,Johann Christian,19. Juli 1828
8847,"Sailer, Karl Georg Jakob",Sailer Karl Georg Jakob,Sailer,Karl Georg Jakob,10. März 1817
8848,"Saitschik, Robert",Saitschik Robert,Saitschik,Robert,24. April 1867
8849,"Sakken, Fritz von",Sakken Fritz,Sakken,Fritz,.
8850,"Salbey, Erich R",Salbey Erich R,Salbey,Erich R,17. März 1884
8851,"Salburg-Falkenstein, Edith Gräsin, siehe Edith Baronin Krieg von Hochfelden",Salburg-Falkenstein Edith Gräsin,Salburg-Falkenstein,Edith Gräsin,.
8852,"Salburg-Falkenstein, Theodor Graf",Salburg-Falkenstein Theodor Graf,Salburg-Falkenstein,Theodor Graf,7. Januar 1870
8853,"Saleck, Adalbert",Saleck Adalbert,Saleck,Adalbert,.
8854,"Sales, H",Sales H,Sales,H,.
8855,"Salfinger, Johann Baptist",Salfinger Johann Baptist,Salfinger,Johann Baptist,4. Juni 1858
8856,"Salinger, Eugen",Salinger Eugen,Salinger,Eugen,1. Juli1840
8857,"Salingré, Hermann",Salingré Hermann,Salingré,Hermann,17. Mai1833
8858,"Salis, Arnold von",Salis Arnold,Salis,Arnold,21.Dezbr. 1847
8859,"Salis-Marschlins, Meta von",Salis-Marschlins Meta,Salis-Marschlins,Meta,1. März 1855
8860,"Sallaba, Adolf Ritter von",Sallaba Adolf,Sallaba,Adolf,12. Februar 1815
8861,"Sallet, Friedrich von",Sallet Friedrich,Sallet,Friedrich,20.April 1812
8862,"Sallmeyer, Hermann",Sallmeyer Hermann,Sallmeyer,Hermann,29. März 1823
8863,"Salm, Karl",Salm Karl,Salm,Karl,16. Septbr.1888
8864,"Salm-Hostmar, Elise Adelheid Karoline Klotilde Fernande Prinzessin zu",Salm-Hostmar Elise Adelheid Karoline Klotilde Fernande,Salm-Hostmar,Elise Adelheid Karoline Klotilde Fernande,6. Januar 1831
8865,"Salma, Bernhard von",Salma Bernhard,Salma,Bernhard,.
8866,"Salmer, Bruno",Salmer Bruno,Salmer,Bruno,.
8867,"Salmuth, Dina (Bernhardine) von",Salmuth Dina,Salmuth,Dina,31. Mai 1828
8868,"Salomon, Ludwig",Salomon Ludwig,Salomon,Ludwig,25. Novbr. 1844
8869,"Salomon, Simon",Salomon Simon,Salomon,Simon,.
8870,"Saltarino, Signor",Saltarino Signor,Saltarino,Signor,.
8871,"Salten (eigentlich: Salzmann), Felix",Salten  Felix,Salten ,Felix,6. September 1869
8872,"Salter, Siegbert",Salter Siegbert,Salter,Siegbert,.
8873,"Salus, Hugo",Salus Hugo,Salus,Hugo,3. August1866
8874,"Salvator, Ewald",Salvator Ewald,Salvator,Ewald,18.Juli 1858
8875,"Salzbrunn, Alice",Salzbrunn Alice,Salzbrunn,Alice,.
8876,"Salzburg, Franz von",Salzburg Franz,Salzburg,Franz,.
8877,"Salzburger, E",Salzburger E,Salzburger,E,.
8878,"Salzer, Anselm, Dr. phil",Salzer Anselm,Salzer,Anselm,8. Oktbr. 1856
8879,"Salzmann, Ernst",Salzmann Ernst,Salzmann,Ernst,14.Mai 1848
8880,"Salzmann, Marianne",Salzmann Marianne,Salzmann,Marianne,.
8881,"Salzmann, Rudolf",Salzmann Rudolf,Salzmann,Rudolf,.
8882,"Samarow, Gregor",Samarow Gregor,Samarow,Gregor,.
8883,"Samberger, Karl Maria",Samberger Karl Maria,Samberger,Karl Maria,5. Jan. 1822
8884,"Samhaber, Edward",Samhaber Edward,Samhaber,Edward,26. Dezbr. 1846
8885,"Samiels, D. von",Samiels D.,Samiels,D.,.
8886,"Sammet, Rudolf",Sammet Rudolf,Sammet,Rudolf,13.April 1854
8887,"Samosch, Margarete",Samosch Margarete,Samosch,Margarete,20. Dezember 1875
8888,"Samosch, Siegfried",Samosch Siegfried,Samosch,Siegfried,1. März 1846
8889,"Samtleben, Gustav",Samtleben Gustav,Samtleben,Gustav,14. Februar 1861
8890,"San Callisto, Marchese di",San Callisto ,San Callisto,,.
8891,"Sanden, Hans Freiherr v",Sanden Hans,Sanden,Hans,10. März 1857
8892,"Sanden, Marcella",Sanden Marcella,Sanden,Marcella,1. Januar 1886
8893,"Sander, Heinrich",Sander Heinrich,Sander,Heinrich,26.Aug. 1810
8894,"Sander, Max",Sander Max,Sander,Max,2. Juni1848
8895,"Sanders, Daniel",Sanders Daniel,Sanders,Daniel,11. März 1897
8896,"Sandhage, Josepha",Sandhage Josepha,Sandhage,Josepha,13. Nov. 1905
8897,"Sandt, Emil",Sandt Emil,Sandt,Emil,27. Dezbr.1864
8898,"Sandvoß, Franz",Sandvoß Franz,Sandvoß,Franz,.
8899,"Sandvoß, Rosalie",Sandvoß Rosalie,Sandvoß,Rosalie,8.Septbr. 1821
8900,"Saenger, Woldemar Horst",Saenger Woldemar Horst,Saenger,Woldemar Horst,.Mai 1852
8901,San Marte,San Marte ,San Marte,,.
8902,"Sann, Hans von der",Sann Hans,Sann,Hans,.
8903,"Sanneck, Robert",Sanneck Robert,Sanneck,Robert,.
8904,"Santamar, Guido",Santamar Guido,Santamar,Guido,.
8905,"Sapper, Agnes",Sapper Agnes,Sapper,Agnes,12.April 1852
8906,"Sarasin, Paul Benedikt",Sarasin Paul Benedikt,Sarasin,Paul Benedikt,3. Dezbr. 1859
8907,"Sarason, Frida",Sarason Frida,Sarason,Frida,.
8908,"Sarganek, Alfred Friedrich Hermann Emanuel",Sarganek Alfred Friedrich Hermann Emanuel,Sarganek,Alfred Friedrich Hermann Emanuel,8. Mai 1867
8909,"Sarninghausen, Ulla",Sarninghausen Ulla,Sarninghausen,Ulla,.
8910,"Sarsen, Frida",Sarsen Frida,Sarsen,Frida,.
8911,"Sartorius, E",Sartorius E,Sartorius,E,.
8912,"Sartorius, Benvenuto",Sartorius Benvenuto,Sartorius,Benvenuto,.
8913,"Sasse, Bruno",Sasse Bruno,Sasse,Bruno,.
8914,"Sassen, Alfred",Sassen Alfred,Sassen,Alfred,.
8915,"Satanelli, Diavolo",Satanelli Diavolo,Satanelli,Diavolo,.
8916,"Saturny, Berta",Saturny Berta,Saturny,Berta,.
8917,"Säuberlich, Hans",Säuberlich Hans,Säuberlich,Hans,29.Juli 1879
8918,"Saudek, Robert",Saudek Robert,Saudek,Robert,21. April1880
8919,"Sauer, Hedda",Sauer Hedda,Sauer,Hedda,.
8920,"Sauer, Karl Marquard",Sauer Karl Marquard,Sauer,Karl Marquard,18. Jan. 1827
8921,"Sauerampfer, Bonaventura",Sauerampfer Bonaventura,Sauerampfer,Bonaventura,.
8922,"Saul, Daniel Johannes",Saul Daniel Johannes,Saul,Daniel Johannes,2. Septbr. 1854
8923,"Sausele, Heinz",Sausele Heinz,Sausele,Heinz,6. Jan.1862
8924,"Sauter, Ferdinand",Sauter Ferdinand,Sauter,Ferdinand,6.Mai 1804
8925,"Sawka, Michael",Sawka Michael,Sawka,Michael,7. Nov.1860
8926,"Sax, Emanuel Hans",Sax Emanuel Hans,Sax,Emanuel Hans,28. Februar 1857
8927,Saxen-Hausen,Saxen-Hausen ,Saxen-Hausen,,.
8928,"Saxer, Philipp",Saxer Philipp,Saxer,Philipp,28. April1800
8929,"Sayn-Wittgenstein(-Berleburg), Chlodwig Vinzenz, Graf zu",Sayn-Wittgenstein Chlodwig Vinzenz,Sayn-Wittgenstein,Chlodwig Vinzenz,18. Juli 1864
8930,"Sayn-Wittgenstein-Berleburg, Emil Prinz von",Sayn-Wittgenstein-Berleburg Emil Prinz,Sayn-Wittgenstein-Berleburg,Emil Prinz,.April 1824
8931,"Scala (ursprünglich Eduard, als Priester) Ferdinand von",Scala Ferdinand,Scala,Ferdinand,28. Mai 1866
8932,"Scapinelli, Karl Conte",Scapinelli Karl Conte,Scapinelli,Karl Conte,17.April 1876
8933,"Scävola, C. M",Scävola C. M,Scävola,C. M,3. April1859
8934,"Schaab, Anna",Schaab Anna,Schaab,Anna,4. Dezbr.1867
8935,"Schabelsky, Elsa von",Schabelsky Elsa,Schabelsky,Elsa,18. April 1860
8936,"Schaching, Otto von",Schaching Otto,Schaching,Otto,.
8937,"Schachne, Klara",Schachne Klara,Schachne,Klara,.
8938,"Schacht, August J. C",Schacht August J. C,Schacht,August J. C,.Dezember 1865
8939,"Schacht, Maximilian",Schacht Maximilian,Schacht,Maximilian,27. Mai 1865
8940,"Schacht, Eduard",Schacht Eduard,Schacht,Eduard,15. Aug.1864
8941,"Schacht, Johann August Heinrich",Schacht Johann August Heinrich,Schacht,Johann August Heinrich,23. Juni1817
8942,"Schack, Adolf Friedrich Graf von",Schack Adolf Friedrich,Schack,Adolf Friedrich,2. August 1815
8943,Schack von Jgar,Schack von Jgar ,Schack von Jgar,,.
8944,"Schad, Christian Konrad",Schad Christian Konrad,Schad,Christian Konrad,1. Juli 1821
8945,"Schade, Georg",Schade Georg,Schade,Georg,4. Februar 1873
8946,"Schade, Josephine",Schade Josephine,Schade,Josephine,20. April 1875
8947,"Schade, Maria",Schade Maria,Schade,Maria,.
8948,"Schadeck, Moritz",Schadeck Moritz,Schadeck,Moritz,28.August 1840
8949,"Schädelin, J. J",Schädelin J. J,Schädelin,J. J,3. Oktober 1859
8950,"Schädelin, Walther",Schädelin Walther,Schädelin,Walther,30.Dezbr. 1873
8951,"Schaden, Emil August von",Schaden Emil August,Schaden,Emil August,24. September 1814
8952,"Schaefer, Anny",Schaefer Anny,Schaefer,Anny,13.November 1859
8953,"Schäfer, Antonia",Schäfer Antonia,Schäfer,Antonia, Februar1887
8954,"Schäfer, Bernhard",Schäfer Bernhard,Schäfer,Bernhard,16.Mai 1877
8955,"Schaefer, Friedrich Johannes Wilhelm",Schaefer Friedrich Johannes Wilhelm,Schaefer,Friedrich Johannes Wilhelm,26. Septbr. 1857
8956,"Schäfer, Georg",Schäfer Georg,Schäfer,Georg,1. Nov.1840
8957,"Schaefer, Gustav",Schaefer Gustav,Schaefer,Gustav,.
8958,"Schaefer, Hermann",Schaefer Hermann,Schaefer,Hermann,7. Septbr. 1847
8959,"Schäfer, Jakob",Schäfer Jakob,Schäfer,Jakob,3. Jan.1838
8960,"Schäfer, Karl Leonhard Johann",Schäfer Karl Leonhard Johann,Schäfer,Karl Leonhard Johann,13. Mai 1849
8961,"Schäfer, Moritz",Schäfer Moritz,Schäfer,Moritz,23. Juni1868
8962,"Schaefer, Hans Rudolf",Schaefer Hans Rudolf,Schaefer,Hans Rudolf,14. Oktober 1856
8963,"Schäfer, L. J. Theo",Schäfer L. J. Theo,Schäfer,L. J. Theo,27. Januar 1872
8964,"Schäfer, Therese Sophie Wilhelmine Maria",Schäfer Therese Sophie Wilhelmine Maria,Schäfer,Therese Sophie Wilhelmine Maria,9. April 1864
8965,"Schäfer, G. Wilhelm",Schäfer G. Wilhelm,Schäfer,G. Wilhelm,16. Juni 1834
8966,"Schäfer, Johann Wilhelm",Schäfer Johann Wilhelm,Schäfer,Johann Wilhelm,17. Septbr. 1809
8967,"Schäfer, Johann Nikolaus Wilhelm",Schäfer Johann Nikolaus Wilhelm,Schäfer,Johann Nikolaus Wilhelm,4. März 1835
8968,"Schäff, Heinrich",Schäff Heinrich,Schäff,Heinrich,.
8969,"Schäfer, Wilhelm",Schäfer Wilhelm,Schäfer,Wilhelm,20. Januar 1868
