gnd,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18
127476660,Rom,Hannover,Erfurt,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127544941,Stuttgart,Weimar,Widdern,Konstanz,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127547355,Breslau,Prona,Köpenick,Breslau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
127556273,Chemnitz,Dresden-A.,Oederan,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127594396,Rom,Villa Marlitt,Arnstadt,Nürnberg,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
127609628,Eberswalde,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127614060,Riedenburg,Rom,Spauregg,Meran,Bozen,Schloss Prackenstein,Graz,Partschins,Rom,Rieden,.,.,.,.,.,.,.,.
127627510,Neuruppin,Charlottenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127632409,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127638202,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127655042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127680071,Rüdesheim am Rhein,Rüdesheim,Rom,Montabaur,Leipzig,Philadelphia,Rom,.,.,.,.,.,.,.,.,.,.,.
127680381,Grabow,Wiesbaden,Rom,Rom,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.
127684050,Heidelberg,Freiburg,Konstantinopel,Freiburg i. Br.,Leipzig,Freiburg i. B,Freiburg i. Br,Marseille,.,.,.,.,.,.,.,.,.,.
127696962,Schaffhausen,Hall,Wilchingen,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127761012,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127770763,Leipzig,Charlottenburg,Breslau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127778497,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127834508,Wien,Schloss Greifenberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127850945,Greiz,Leipzig,Leipzig,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127895345,Metz,Troppau,Radautz,Czernowitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127899561,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127902651,Bonn,Köln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127919023,Fulda,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127922598,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127952721,Landsberg,Halenbeck,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127960163,Landsberg,Grabow,Rom,Stettin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
127970304,Stein,Wenden,Lübben,Berlin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
127970789,Königsberg,Hannover,Leipzig,Berlin,Schöneberg,Hill,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.
127990011,Tübingen,Stuttgart,Wenden,Dorpat,Innsbruck,Riga,Lemsal,.,.,.,.,.,.,.,.,.,.,.
128021640,Hannover,Potsdam,Berlin,Gross-Werkau,Peine,Sagan,Kalkennigken,Hannover,Berlin,Freystadt,Werkau,.,.,.,.,.,.,.
128025905,Oppeln,Stuttgart,Rom,Rom,Oppeln,.,.,.,.,.,.,.,.,.,.,.,.,.
128079673,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128095229,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128099658,Gross-Glogau,Breslau,Brieg,Glogau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.
128109815,Halberstadt,Köthen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128204958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128308184,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128579129,Mannheim,Kassel,Leipzig,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128579501,Thure,Halensee,Bromberg,-Bez. Bromberg,Stettin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.
128708174,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
128894172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
129112704,Lindenau,Oetzsch,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
129224103,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
129240230,Prag,Wien,Neapel,Florenz,Palermo,München,Venedig,Lemberg,.,.,.,.,.,.,.,.,.,.
129807370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130120170,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130126373,Nordhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130146471,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130148148,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130150142,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130162574,Engelburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130163554,Thale,Thale,Wien,Brünn,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130166294,Triest,Wien,Stein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130172014,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130213098,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130225606,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130227536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130241075,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130255181,Altenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130273570,Mannheim,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130304034,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130674788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130857564,Würzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
131153323,Bremgarten,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
131967630,Zehdenick,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132072823,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132233746,Wien,Marburg,Feistritz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132244829,Bern,Bern,Göttingen,Gotha,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132381575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132387085,Hildesheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132484188,Lüderitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132491877,Schwerin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132777517,Wien,Rodenberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132827131,Schollehne,Berlin,Weimar,Berlin,Sand,Sandow,.,.,.,.,.,.,.,.,.,.,.,.
133022005,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133023575,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133039110,Neuchâtel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133098125,Wien,St. Veit,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133249107,Berlin,Steglitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133524132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133543730,Heidelberg,London,Stuttgart,Ulm,Kannstatt,.,.,.,.,.,.,.,.,.,.,.,.,.
133558932,Oeynhausen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133676641,Frankfurt a. O.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133703436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133737144,Mannheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133823407,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133861643,Spandau,Stuttgart,Köln,Neustreulitz,Lübeck,.,.,.,.,.,.,.,.,.,.,.,.,.
133892956,Köln,Worms,Worms am Rhein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133925242,Davos,Sarn,Chur,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
133992179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
134188284,Rom,Paris,Leipzig,Nürnberg,München,Rom,.,.,.,.,.,.,.,.,.,.,.,.
135318661,Strada,Wien,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.
135417716,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135662044,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135716144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135733057,Friedenau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135829305,Hill,Glasgow,Strathmore Gardens Hillhead,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135864593,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135913705,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135944910,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135967392,Castell,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
135987083,Ampfurt,Wülfrath,Oschersleben,Quedlinburg,Krosigk,Höntrop,.,.,.,.,.,.,.,.,.,.,.,.
135995205,Wien,Schloss Kobenzl,Reichenbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136024602,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136051359,Strassburg,Strassb,Halle,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136120164,Wien,.,.,Wien,Brünn,.,.,.,.,.,.,.,.,.,.,.,.,.
136125425,Bregenz,Schwaz,Malchin,Freiburg,Freiburg i. B,.,.,.,.,.,.,.,.,.,.,.,.,.
136186718,Kassel,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136195598,Triest,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136205488,Biberach,Wien,Baden-Baden,Wiener-Neustadt,Neustadt,.,.,.,.,.,.,.,.,.,.,.,.,.
136210171,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136302092,St. Louis,Tübingen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136302149,Roda,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136605699,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136664784,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136765866,Königsberg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137064969,Charlottenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137100914,Belzig,Rom,Berlin,Medewitz,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
137156499,Görz,Neuhof,Klagenfurt,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137261829,Riga,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137280009,Langendorf,Leipzig,Weissenfels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137436017,Weimar,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137537719,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137620403,Wien,Lemberg,Nürnberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137665849,Nordhausen,Rom,Schloss Hartenstein,Hartenstein,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.
137669135,Borken,St. Marcellin,Grenoble,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137818459,Lindau,Oschatz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137991320,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138103534,Sand,Dresden,Sand,Prag,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138258139,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138382565,Rom,Potsdam,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138412588,Tilsit,Wien,.,Wien,Brünn,.,.,.,.,.,.,.,.,.,.,.,.,.
138433941,St. Gallen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138454027,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138468125,Leipzig,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138520151,Ludwigslust,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138581355,Pasewalk,Blankenburg,Gramzow,Leipzig,Potsdam,Berlin,.,.,.,.,.,.,.,.,.,.,.,.
138677360,Koburg,Wien,Gotha,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138696640,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138701504,Nordleda,Bremen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138710546,Stuttgart,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138785457,Wien,Krummwasser,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138785686,Wien,Ebensee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138901392,Fredrikstad,Stuttgart,Rom,Kristiania,Fels,Leipzig,Berlin,Bremen,Kiel,Rom,Berlin,.,.,.,.,.,.,.
138912580,Stein,Baden-Baden,Krotoschin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139081151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139307605,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139400796,Altenburg,Wien,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139437754,Königsberg,Obscherninken,Charlottenburg,Berlin,Elbing,.,.,.,.,.,.,.,.,.,.,.,.,.
139515038,S. Terenzo,Spezzia,Flatow,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139577351,Halle a. S.,Stein,Wien,Halle,Leipzig,Hall,.,.,.,.,.,.,.,.,.,.,.,.
139642129,Stein,Stuttgart,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139660631,Kammerswaldau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139660674,Stettin,Posen,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139855556,Neisse,Breslau,Lissa,Posen,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139917705,Berlin,Westend,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139936408,Wien,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139942807,Olten,Stuttgart,Olten,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139971335,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140174877,Stockholm,London,Breslau,Leipzig,Berlin,Lützow,.,.,.,.,.,.,.,.,.,.,.,.
140279652,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140514856,Königsberg,Kreuznach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140689605,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140710078,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140715630,Barmen,Langenfuhr,Stettin,Neumark,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140724435,Wien,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140754326,Köln,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140822747,Pest,Charlottenburg,Berlin,Westend,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140849203,Berlin,Neustrelitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
140950125,Athen,Triest,Wien,Stuttgart,Berlin,Dresden,Wien,.,.,.,.,.,.,.,.,.,.,.
140988017,Breslau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
141161868,Altenburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
141605979,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
141814659,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
141831936,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
141887273,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
142395692,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
142398489,Heidelberg,Kiel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
142634131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
142642614,Prag,Brüx,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
142751758,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143056751,Bad Nauheim,Templin,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143126091,Wien,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143143492,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143148141,Boppard,Paderborn,Trier,Montabaur,Idstein,Boppard a. Rhein,Saarburg,.,.,.,.,.,.,.,.,.,.,.
143341588,Zwickau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143368494,Stuttgart,Dresden,Berlin,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143433474,Nizza,London,Marburg,Montreux,Paris,Köthen,Hamburg,Breklum,Berlin,Gnadau,.,.,.,.,.,.,.,.
143456296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143580361,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143769510,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143806904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143909738,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143984926,Stuttgart,Ravensburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
155409921,Bad Berg,Bern,Grabow,Stuttgart,Rom,Rapperswyl,Wurmsbach,Wolfegg,Karlsruhe,Rom,.,.,.,.,.,.,.,.
171981804,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
172102596,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
172432197,Winzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
172471613,Prona,Toth,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
173260268,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
173674046,Fürth,Ries,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
173675417,Bern,Lauban,Görlitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174005520,Leipzig,Freiberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174295448,Wien,Verona,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
181997142,Königsberg,Leipzig,Altershausen,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189437685,Hagen,Meiningen,Braunschweig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189477229,Elberfeld,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189508612,Mainz,Düsseldorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189529814,Lippstadt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189538996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189552824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189557354,Düsseldorf,Brüssel,Köln,Cleve,.,.,.,.,.,.,.,.,.,.,.,.,.,.
189558903,Elmshorn,New-Haven,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1011175568,Wien,.,Wien,Ursulinerinnenkloster,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1011265028,Auerbach,Berlin,Ansbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1011385902,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1011435934,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1011872315,Vöslau,Wien,Forst,Vöslau,Forst,.,.,.,.,.,.,.,.,.,.,.,.,.
1011894475,Wien,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012175197,Frankfurt a. M.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012363929,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012397610,Mosbach,Eberbach,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012535169,Frankfurt a. M.,Grünberg,Stettin,Berlin,Itzehoe,Haseldorf,Gotha,Altona,Tetenbüll,.,.,.,.,.,.,.,.,.
1012770079,Langensalza,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012778878,Landau,Leipzig,Myslowitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1012966321,Wien,Neapel,Santa-Maria di Capua,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1013365437,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1013546962,Iena,Rom,Karlsruhe,Lübeck,Rio de Ianeiro,Rom,.,.,.,.,.,.,.,.,.,.,.,.
1014020700,Klagenfurt,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014209161,Stuttgart,Ludwigsburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014322138,Königsberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014329876,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014596262,Stein,Stein,Rom,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014861322,Heinrichsdorf,Virchow,Rom,Freienwalde,Rom,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.
1014869714,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014936934,Harburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1015127657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1015175236,Koburg,Würzburg,Bern,Koburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1015957986,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1016341776,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1016705654,Nürnberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1016941536,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017183406,Wyndham Place,London,Landau,Offenbach,Friedrichsroda,.,.,.,.,.,.,.,.,.,.,.,.,.
1017475776,Niederbreisig,Blumenthal an der Weser,Hannover,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017637032,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017668108,Glogau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017713340,Wien,Linz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017823588,Salzburg,Hannover,Aigen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1017906343,Wien,Elberfeld,Linz,Graz,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018045864,Kassel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018112944,Rudolstadt,Erfurt,Kemberg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018241167,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018360794,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018621113,Wien,London,New-York,Leipzig,Wien,Chicago,Brünn,.,.,.,.,.,.,.,.,.,.,.
1019086734,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1019259507,Prag,Graz,Prag,Salzburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1019259892,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1019747285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1020554320,Bern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1020758074,Schwerin,Karlshagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021050482,Basel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021093491,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021279005,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021356980,Breslau,Landau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021412740,Wiesbaden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021984353,Hamburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1022006363,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1022349503,Liebenau,Paris,Luzern,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1022908596,Lindau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1022913891,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1023068958,Halle,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1023281538,Seeberg,Rosenberg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1023591839,Blankenburg a. H,Blankenburg,Blankenburg a. H.,Dessau,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1023708116,Mainz,Vöslau,Wiesbaden,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1023822288,Nürnberg,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1024105679,Waltersdorf,Saalendorf,Grossschönau,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1024214184,Zürich,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1024483843,Erfurt,Naumburg,Santomysl,Schkölen,Posen,Schwanebeck,Naumburg a. S.,.,.,.,.,.,.,.,.,.,.,.
1024578747,Pforzheim,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1024679497,Wien,Meissen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1024854310,Wien,Wien,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1025134729,Charlottenburg,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
